ACC_ID	Entry_name	length	PXD006482_NSAF	PXD003657_NSAF	PXD000612_NSAF	PXD000474_NSAF	PXD002394_NSAF	PXD004447_NSAF	PXD004415_NSAF	PXD003709_NSAF	PXD001374_NSAF	PXD003215_NSAF	PXD000680_NSAF	PXD003660_NSAF	PXD004940_NSAF	PXD005366_NSAF	PXD001565_NSAF	PXD001550_NSAF	PXD001546_NSAF	PXD000964_NSAF	PXD001333_NSAF	PXD002057_NSAF	PXD002255_NSAF	PXD001060_NSAF	PXD003198_NSAF	PXD006114_NSAF	PXD004452_NSAF	PXD000836_NSAF	PXD000218_NSAF	PXD002990_NSAF	PXD002436_NSAF	PXD000674_NSAF	PXD002646_NSAF	PXD001170_NSAF	PXD003531_NSAF	PXD002286_NSAF	PXD004252_NSAF	PXD000089_NSAF
Q14738	2A5D_HUMAN	602	5.700056784477737e-05		0.00011557597219656696	2.6183006052494626e-05	0.0002196549766500598	6.058888909108591e-05	0.0001182098910202648		6.705058997103979e-06	1.2438480864492861e-05	2.968084049358966e-05		4.804053645660033e-05	8.919117067919688e-05	1.1840766248777275e-05	6.626313902910237e-05	0.0001040296316213628		0.00015165615979437536	7.848976048039181e-05		0.00020149377335283678	2.454564019230137e-06		7.729931438745308e-05	7.141342977692892e-05		7.235929608451228e-06	3.43656276070913e-05	0.00012815688185328236		3.130508792376551e-06	4.0104779725195415e-05	1.7606820249780272e-05	6.333934202460112e-05	
Q16537	2A5E_HUMAN	467	2.003952219732683e-05		3.618061044264627e-05			4.6862327065739244e-05	3.2080403198106356e-05		2.1608380708011754e-06				7.519835578110244e-05	1.1732090361595185e-06					4.388703798271003e-05			3.308027748451587e-05			4.022575456837889e-05		1.795761283644366e-05	5.130227608904072e-05					2.7186142676449563e-05	1.0087371677723269e-05	0.00010206178773771377	
Q13362	2A5G_HUMAN	524	5.9532168359743185e-06		1.9346960011506648e-05				1.4295370509079834e-05		9.628925372749512e-06				3.1538062101279606e-05	3.1367669077471094e-06	1.3603323056801372e-05	3.6250826695310456e-06			5.689173279091071e-05		8.043766072880264e-06	5.0228337639409806e-05			3.851319899765968e-05	3.5161574203144394e-05		9.559988679257223e-05				3.596500559180694e-06	1.4696200704116258e-05			
P30153	2AAA_HUMAN	589	0.00022773833913102432		0.00021525115817475085			0.00035917175747102805	0.00012081893785093279		0.00034436568283852955	0.00022883425916408258	1.516796772253054e-05		0.0003752708119470596	0.00010604295868770874	0.0003691142768994899				0.00032582349344132354	0.0008289620317402784	0.0014025924460935393	0.00023799785879336497	0.0001304544517113416		0.0002015685926371752		0.0013668517804472705	0.000669305061117201	0.0004566135851495696	0.0001309854717753412	0.00038854747378614806	0.00013758293819942171	0.00030919139277920906	3.599085158019601e-05		0.00038152722955477747
P63151	2ABA_HUMAN	447	0.00013957430076288782		0.00019129211388387902			0.00011423784278739865	9.216836198471606e-05		1.806015890942548e-05		9.993213633747749e-06		0.00023568880637432778	2.94168386516239e-05	5.581318676996358e-05				0.0001312996282783518		1.8858762515388184e-05	3.7120407488010474e-05	1.983419516210124e-05		0.00014889057178304156		0.0003001773671452059	0.0001364304580313802	4.628212040149656e-05			5.48084156804002e-05	8.427634437276753e-05			
Q66LE6	2ABD_HUMAN	453	3.4431408631904447e-05		0.00012801472420942835			6.441414787255402e-05	1.2401943951585817e-05		8.910475753325816e-06				0.0001048832021094431	1.0885204368605863e-05	3.14708224360438e-05	4.193252359457545e-06			5.758247126850455e-05		9.304488790704766e-06	1.0104481782532196e-05	1.3047660393611853e-05		7.156353288926835e-05			4.327181745981099e-05					3.445860555287685e-05			
Q9Y2T4	2ABG_HUMAN	447		0.00020442624556848412	6.749898161040191e-05			4.895907548031371e-05			6.772559591034555e-06				8.318428460270392e-05	1.838552415726494e-05	7.973312395709083e-06	4.249537626027445e-06			2.9177695172967072e-05			6.4000702565535306e-06			2.1373001433372095e-05			1.9490065433054315e-05				4.2160319754154005e-05	1.815899132893886e-05			
Q9Y3L3	3BP1_HUMAN	701			1.2912430005641794e-06		9.431690152877032e-05	1.040642260565869e-05	6.4115042625602e-05									0.00011110025117290298	0.0003436071449361374		6.6448083056431016e-06			0.0005533933501776469	2.1079137511790905e-06		4.325969623655844e-05	8.761134038253762e-05		0.0002609889361199441				3.763755792032749e-05	5.047374633622532e-05	9.240161966559276e-05		5.342832577455158e-05
P78314	3BP2_HUMAN	561	4.4484643451701145e-05		1.2370000533628202e-05		7.071245772370908e-05		2.3366942525536913e-05						3.682251457457779e-06	3.906514223789626e-06		6.771990441476891e-06			1.4945488627558764e-05			1.835827639366478e-05			1.7029824671510383e-05	2.1895026598274106e-05							2.040489975876237e-05	8.81701016429876e-05	3.398421024849364e-05	
O60239	3BP5_HUMAN	455	2.7424049424620155e-05		2.838161574895748e-05	0.00010392639325451712									1.3620283962420752e-05	6.02075406468676e-06		4.174820480954435e-05	2.117526229452592e-05		2.0474771965959626e-05			2.5150166194983983e-06			2.1704983601580292e-05		9.215610103977132e-06						9.148570441291261e-07	7.765059187082582e-06	6.285211631671956e-05	
Q7L8J4	3BP5L_HUMAN	393	0.00012700195916745213		2.7177872397116482e-05		0.0003701158410627725		0.00010006759356355883				1.704949043620322e-05		3.1538062101279606e-05	0.00014917069294619588		0.00027067283932498474	0.0002206430002444876		7.111466598863839e-06			0.00011355971988040477			3.0455472966234434e-05	0.00040631152412522404		1.662606726827343e-05					0.0001048593779969376	4.195371248661242e-05	9.702362315218797e-05	
P46952	3HAO_HUMAN	286	3.272187715437632e-05		2.109933201388088e-07																						3.340465608642422e-05											
P31937	3HIDH_HUMAN	336	0.00033423060236255814		0.00018588134730443092			8.684407436388979e-05			0.0001741918451955971				0.00012910894172711338	6.522483570077322e-06	4.24294123914519e-05		1.4337417178585256e-05		7.763351037093023e-05	9.375165835157911e-05		0.00012771568770890304			0.00011293620034087661		4.991788806320946e-05		0.00012314349892541046	0.00045922882664092834		6.169711078308787e-05	0.0001517614419557951			0.00033440407471393437
P29372	3MG_HUMAN	298			1.478227697267802e-05			4.895907548031371e-05	6.284206498957913e-06		1.354511918206911e-05		7.494910225310812e-06		3.466011858445997e-05	1.8385524157264937e-06					0.00012192108340132668			4.416048477021936e-05			6.303834692427162e-05			0.000277733432421024	6.942318060224483e-05			6.3240479631231e-06	7.68265017762798e-06	7.904031163585178e-06		
P11171	41_HUMAN	864	0.00023829404057330538		0.00012383110045063297		3.0609327764661106e-05	8.443173896489285e-05	6.502408113505064e-05			3.466650685381806e-05	0.0001706133036011725		4.0645407580757916e-05	3.48771690899968e-05	6.18762264042007e-05	0.00012751563945878188	4.460529788893191e-05		6.145986237698644e-05		4.8783951645709015e-06	7.681862105157724e-05	1.1971681454902541e-05		8.119230684572372e-05	0.00011373249927436828		0.00029241865533412395	4.310022462389367e-05			8.724843949123535e-06	4.649199729756898e-05	0.00022081887063266092	0.00011033068257757485	
Q13541	4EBP1_HUMAN	118	5.2872637661873605e-05		0.0013863798881046173	0.0012021993795967448	0.001905041551726027		0.0021583586524556468				0.0045805334390552075		0.0008052896704335208	0.004763845118674102		0.022553052454972963	0.01820803380266163		0.00013421386538703194			0.004082745835152675			0.0005926734111528602				0.00010519376857357099				0.003118422036352687	0.004930373879888565	0.005654914984992989	
Q13542	4EBP2_HUMAN	120			7.04014378196492e-05	0.0006567570684834068			0.0006554427378413104				0.0005211460909999451		0.00017214525563615118	0.00019632675545932742		0.0021369862336885516	0.0018065145645017424		7.763351037093023e-05			0.0002670109311034133			0.00016235976524252757								2.4281830712927222e-05	0.00036312436504037574		
O60516	4EBP3_HUMAN	100			7.84473164276091e-06													1.899543318834268e-05			9.316021244511628e-06			4.0051639665512e-05			1.019780343672074e-05								1.6650398203150095e-05	0.000824390450361934		
Q9NRA8	4ET_HUMAN	985	7.600777150173911e-05		3.418477357798195e-05	0.00020802863489017556	0.0001342459857292751		0.0003060950856923886		2.7660921050489356e-05		5.441989637707911e-05		5.243002709730493e-05	0.00020246848491236978		0.0002603435005508895	0.0003423513218683505		2.837366876501004e-05			9.758775146926779e-05			4.762425970448265e-05	8.105605532041272e-05			8.401262058667599e-06				8.113899631991923e-05	0.0003299953071789613	8.70996332713931e-05	
P08195	4F2_HUMAN	630	0.00036641577147895264		0.00045296380877431436		1.0494626662169523e-05	0.00030105945779481796	0.0001278187652026138		0.0006262897606572733	7.131395695642574e-05	6.026859555781679e-05		0.0004820067157812233	0.0003122095468877012	0.00026589098431976525				0.0005426952058310742	7.50013266812633e-05	0.0009767940946660823	0.00020616150122610482	0.00018529231051832832		0.0002938364582560554		0.00024626158111183336	0.0002212586475828642	0.00014448837207248165	0.002449220408751618	0.0003632610508889543	1.7948250409625562e-05	0.00036439264321576494			
P28221	5HT1D_HUMAN	377													5.479424582583061e-06			5.038576442531214e-06									1.4236777099987073e-07										2.528533415040442e-05	
P28223	5HT2A_HUMAN	471																																			2.023900419257424e-05	
P46098	5HT3A_HUMAN	478			2.524857303753109e-07																																3.988523420377601e-05	
Q70Z44	5HT3D_HUMAN	454																							3.254730263384455e-06		1.1822169530165477e-07											
P50406	5HT6R_HUMAN	440																						1.3003779112179218e-06														
P34969	5HT7R_HUMAN	479			2.0156689623281608e-06							1.5632495783767643e-05			4.31261600758625e-06	4.575270312204552e-06									3.0848591640428857e-06		1.0084631461431343e-06		1.7507735270603734e-05						4.345093476813698e-07			
Q9BXI3	5NT1A_HUMAN	368			3.279570084766267e-07														1.3090685250012625e-05								2.0273093216593004e-05											
Q96P26	5NT1B_HUMAN	610	1.0227821711641124e-05		9.892473698311364e-08											1.7963561307753938e-06		3.1140054407119147e-06						9.3797750973096e-07	2.4223730156992498e-06		6.247144469432033e-06					0.00012647613586176388					1.5627165532299125e-05	
Q9H0P0	5NT3A_HUMAN	336	9.284183398959948e-05		0.0004303108291221416				1.1146985337437251e-05		6.006615351572314e-06				0.00010451676235052036	1.6306208925193306e-06					7.763351037093023e-05	4.6875829175789554e-05		3.065176505013673e-05			0.00010223361841324049			1.296437388180845e-05					4.583814981521975e-05	2.103036863168199e-05		
P49902	5NTC_HUMAN	561	1.668174129438793e-05		5.6364176344531985e-05			2.6006781627688918e-05			3.5975450234015997e-06	1.3347532050667918e-05			7.732728060661336e-05	4.883142779737033e-06					8.635171207033951e-05			3.8756361275514536e-05	2.6339528334697725e-06		5.367264966695126e-05	1.0947513299137053e-05		0.00017082469114853486				6.7185964100202625e-06	4.6003774001573344e-05			6.676159780385143e-05
P21589	5NTD_HUMAN	574	6.521572729025526e-05		1.650526491441253e-05		0.00010366643410191845					9.131665220030124e-05					0.00013660201062613782				2.1099002818580346e-05		7.343089585695573e-06	1.3955275144777699e-05	8.4951862031404e-05		3.712202424700288e-05		3.652528394868985e-05						6.889319814021163e-05			
P52209	6PGD_HUMAN	483	0.0002325082451217796		0.0003410752888156918		0.00030115015639269066	0.0004984094702623241	0.00018222897769027853		0.00015460505600568738	0.000666630467201371	9.248377834959097e-06		0.0005175049920987402	0.00023934678839762	0.00033205627088962357	7.865603804696763e-06			0.00023145394396302182	0.0010761059915137777	0.0002879768176651047	0.0002819370079973929	0.00013460971375024402		0.00035126137804810135	3.81463041044465e-05	0.001033083248612509	0.0008703040553700977	5.9965529911504236e-05		0.0009476375240581417	0.0002887327239809329	0.0005726806214282214			7.754297384670943e-05
O95336	6PGL_HUMAN	258	0.0002539116203994628		9.40245116395315e-05		0.0001025056557700279	0.00025447333418256076	5.0809514561341894e-05		0.00016427394542904749	5.804624403430002e-05	2.5970735431890954e-05		0.0003202702430440022		0.0001243280456121614				0.0002130407959016225			9.314334805933023e-05	1.7181948134610957e-05		0.0001312691548056056		0.00011376634953940761		3.2074585766618545e-05	0.000598065448648651		0.00015339493082645102	0.00021297020957517564	6.84709676380344e-05		0.00014516766034093276
Q8IZ83	A16A1_HUMAN	802	4.6675595342402136e-05		2.5582282356979763e-06			1.8191776175976914e-05	4.436555760236871e-05		6.291218073966015e-06				5.666626868820936e-05						4.414074903883315e-05	1.963875137539313e-05	8.934397528331347e-05	2.9963820198637402e-05	2.395189278615343e-05		4.631106430115994e-05			5.431458384398553e-06		0.00019239511939071313		2.114849954750144e-05	4.775051853771224e-05	1.4684546675488672e-06		
Q676U5	A16L1_HUMAN	607			4.4437904502776926e-05	2.5967330549591043e-05			3.08516233392003e-06				7.359088128970748e-06		1.0209603299672885e-05	1.985757765651218e-05	5.871615553347545e-06				7.52034663889736e-05			2.3565332822730048e-05			5.420318656645985e-05								1.9544330675032032e-05		1.570440028781296e-05	6.170223454359251e-05
Q8NAA4	A16L2_HUMAN	619	1.0079113479969445e-05		1.2673233671665446e-06																		6.809262394489918e-06				1.3873382789518905e-06								1.0087074840357488e-06			
P01009	A1AT_HUMAN	418	0.0017910922231869145	0.0001093044638386512	8.661831037277414e-07							0.011715620632052047											0.0003025071834107124		1.7675209803547158e-05		0.00018207611776970548	0.003438095360839516		5.210561751540238e-05				1.3525595404382898e-05	2.0912581475248325e-05	5.634931308010486e-06		
P20848	A1ATR_HUMAN	420			1.436764037135698e-06																2.218100296312293e-06		3.010666730135185e-05				1.5335042761986075e-06								4.955475655699433e-07			
P04217	A1BG_HUMAN	495	6.301991155657663e-05									0.0009681409914084464			1.6692873273808598e-05	1.1068456967403941e-06	2.160042812655733e-05						1.7030034029047512e-05	1.1558914766381527e-06			2.6673680440545475e-05	4.962872695608798e-05							9.670685825061923e-06			
Q8NF67	A2012_HUMAN	263			2.065006867061954e-06						3.836925395681174e-06																8.77537618128861e-06									2.238974607175269e-05		
Q5TYW2	A20A1_HUMAN	823			7.332210153061886e-07																		5.1214257863782e-06	1.3904405369037316e-06			2.8042818173498233e-06		5.094899875224295e-06					2.2898739890773797e-06	1.0115673270443557e-06	7.154924929369329e-06		
Q5SQ80	A20A2_HUMAN	823			7.332210153061886e-07																		5.1214257863782e-06	1.3904405369037316e-06			2.934713529784699e-06							2.2898739890773797e-06	1.0115673270443557e-06	7.154924929369329e-06		
Q5VUR7	A20A3_HUMAN	823			7.332210153061886e-07																		5.1214257863782e-06	1.3904405369037316e-06			2.934713529784699e-06							2.2898739890773797e-06	1.0115673270443557e-06	7.154924929369329e-06		
Q4UJ75	A20A4_HUMAN	823			6.598989137755697e-07																			1.3904405369037316e-06			2.0216915427405703e-06							2.2898739890773797e-06	1.0115673270443557e-06	7.154924929369329e-06		
P08697	A2AP_HUMAN	491	5.082664964644468e-05		8.603027024804384e-07			2.9714469436117075e-05				0.0007167706264357657			2.9450512165858858e-05												2.175327349027149e-05							8.827907278868784e-05	1.8651158883365684e-05			
P02750	A2GL_HUMAN	347	5.393923265793446e-05	0.00013166935413416774	1.3912182031054596e-06			2.102277304486093e-05				0.0002373706636445871			5.953150050817908e-06			5.474188238715469e-06						6.595576725485713e-06			1.5003593710934504e-05								5.997982061653492e-06	3.393949980905451e-06		
U3KPV4	A3LT2_HUMAN	340																									1.4207466088310629e-06											
P05067	A4_HUMAN	770	5.671792040091896e-05		9.615869855811826e-05						5.242137034099474e-06				4.2924531275507824e-05	9.961611270663547e-06	3.2400642189836e-05		6.256327496109931e-06		6.775288177826638e-05			5.944584736996214e-06	5.9489706138795866e-05		5.283619278902475e-05		2.1782351154855037e-05						5.946570786839319e-05	1.5294813550314175e-06		4.864059268566319e-05
Q9NPC4	A4GAT_HUMAN	353			3.4189285869518026e-07								1.2654296017805225e-05								2.6390995026945123e-06						2.128660326734611e-06								1.1792066716111966e-06			
Q96GX2	A7L3B_HUMAN	97	3.215964558814992e-05		4.60356971898737e-05			7.520517779965714e-05	0.00015444895147954295						2.129632028488468e-05	2.2593345149958563e-05					9.604145612898587e-06			5.898621452947274e-06			5.6439281093082776e-05								4.7204737173879134e-05	2.4282487492251372e-05		
Q9NS82	AAA1_HUMAN	523														1.0475881833393787e-06								1.0940081853458615e-06			1.0262456915287049e-07								1.5918162718116725e-06			
Q9NRG9	AAAS_HUMAN	546	2.28533745205168e-05		2.5198630805149165e-05	0.000288684425706992	0.00015741939993254284	6.680313412606907e-05	0.00010632509091093993		6.838300554097711e-05		0.00020862206154628887		6.053459538853668e-05	0.00012643583535842197	0.00011749683431478989	0.00014263969976594318	8.823025956052466e-06		7.678039487234858e-05		7.71965828239791e-06	6.287541548745996e-05	2.7063141750486126e-06		4.600512828595822e-05	3.3744807477010374e-05		7.978076234959047e-06	2.273418441699886e-05			3.4515866172356846e-06	9.18668948479664e-05	0.00020922520587416958	0.0001571302907917989	0.0002743828305345103
Q15758	AAAT_HUMAN	541			2.9893190391865834e-05	0.00011654099551646406	6.110549720117191e-05	0.00021574572263413655	4.846157026553127e-05		2.9844329140529353e-05	5.536388525267802e-05	6.192652256402833e-05		0.0001183697506407546	2.228012871996838e-05	6.587930944328946e-06	0.0002598266277148537	7.123655707215743e-05		0.0001429260190932468		0.00036617721043049017	3.8073911485567246e-05			4.1072970355116126e-05		6.200521400827497e-05	1.6103621531562438e-05	3.059239603618331e-05		0.00042302118680229427		8.502167289501319e-05	0.00030694231185907767	3.524055813198694e-05	6.92296790535317e-05
Q86V21	AACS_HUMAN	672			5.872773001792165e-05			1.0855509295486223e-05							6.762849328563082e-05	8.153104462596653e-07				7.227743979333151e-05	4.158938055585549e-05	4.6875829175789554e-05		2.0434510033424486e-05			5.183563933608835e-05					0.00011480720666023209			5.203249438484404e-05			0.0001114680249046448
P01011	AACT_HUMAN	423	0.00042773088907548817		4.279722663808462e-07			1.7245631788573858e-05				0.0033810907961255745			1.9534213405520702e-05								1.992876322548113e-05		1.0479769784230797e-05		6.547301945188382e-05	2.9038084921115305e-05	3.965108839063447e-05						2.7061817410557183e-05			8.85419772292214e-05
Q8N5Z0	AADAT_HUMAN	425			1.4198609308164543e-07										9.721143847688536e-06						2.1920049987086185e-06			1.3462736022020837e-06			1.4396898969488105e-05								4.897175942102968e-07			8.812530910108388e-05
Q6PD74	AAGAB_HUMAN	315	9.903128958890612e-06		3.1034103202131074e-05	0.00025019316894605973		4.631683966074122e-05										0.00022915125751016565	0.00012234595992392753		8.872401185249171e-06		1.3380741022823045e-05	1.0898405351159727e-05			3.0329306795928015e-05								1.916117253537114e-05	4.860351861544282e-05		
Q2M2I8	AAK1_HUMAN	961	0.00023696404829312136		4.684359085487584e-05	9.84110487633825e-05	8.943911796375483e-05	1.5181898536039008e-05	0.00023579179806391723		5.2503193499695564e-05		9.761321163370461e-05		6.44872965962689e-05	0.00024458295310229595		0.00023521920389310916	0.00012030898244340427		7.56139081240278e-05			0.000197668267711461			4.708225147683654e-05	3.195398002505665e-05		6.57257331448187e-05				9.805235655622705e-06	7.753437248605274e-05	0.00041054080700349033	5.951657216255442e-05	
Q9Y478	AAKB1_HUMAN	270	0.0003466095135611714		0.00010012648934350109	0.00046702724869931154	0.00066116147971668	2.7018156468765714e-05	0.0005410003550436213				0.0002233483247142622			1.2175302664144337e-05	1.3200261632896148e-05	0.0004572974656452867	0.0004638950980448919		2.4152647670956073e-05			0.00017800728740227553	5.4727686650983055e-06		9.064714165973992e-05	0.00013647899912924195							8.248113924708612e-05	4.798039658191151e-05		
O43741	AAKB2_HUMAN	272	0.0005275600684350183		7.742679138358479e-05				7.57339297925884e-05						0.00011391965446510004	7.452896667573646e-05		0.0003980660631380635	0.00040735132336804		4.795010934675103e-05			2.9449735048170583e-05			6.452557515107744e-05	2.2579246179470172e-05							0.00010176943754682732	0.0022168482698808312		
Q9UGJ0	AAKG2_HUMAN	569	0.00010416560073630988		1.4847403406604401e-05				6.582402589418131e-06		1.773482212766518e-06					8.666076588714335e-06					1.4735358734728411e-05			1.0055646413635952e-06	7.790760314111823e-06		1.4243532688417645e-05								6.584076618117349e-06	4.139545319417194e-05		
Q9UGI9	AAKG3_HUMAN	489			1.2340304613435445e-07																			5.850370970714578e-06			7.683201383817154e-07								8.512473518992892e-07			
Q9H7C9	AAMDC_HUMAN	122	5.1139108558205624e-05		3.7096776368667615e-05			5.979428070956347e-05							1.6932320226506675e-05	8.98178065387697e-06					0.0001603577427333969			4.6898875486548004e-06			6.907054096484712e-05							1.5447264696808884e-05	0.00019448211015974496			
Q13685	AAMP_HUMAN	434	2.875101955806952e-05		6.117833964577811e-05			8.404265261021593e-05							5.235754318887548e-05	2.5248323497073507e-06	1.64242886676588e-05				5.5810265520115744e-05	0.0002903277161855353		7.910132916164317e-06			4.6870816183812284e-05						0.0010546288574195448	8.68463729498011e-06	3.836497281831819e-05		2.1964449250466514e-05	8.629782573262823e-05
Q13131	AAPK1_HUMAN	559	0.0001562533048612079		0.00010471156864563208			6.524957286732328e-05	0.00017085397204143538		1.624687372375195e-05		1.1986493276257362e-05		2.9563407050215587e-05	2.1562700603761886e-05	1.2751594421760143e-05	2.0388658162800727e-05			7.166170188085868e-05			5.424832359499452e-05	2.6433766360939935e-06		9.14067307387077e-05	4.3946726016571646e-05		3.896269789166046e-06	7.401827484604279e-06			1.0113951483062703e-05	8.6007200020744e-05	0.00042346659985368967	0.00022168769708610388	0.0001340009172377841
P54646	AAPK2_HUMAN	552	0.00020344471448155714		2.25197145820617e-05		3.593268911503695e-05	1.3215402620591926e-05	0.00015945035547899373						2.9938305328026294e-05	5.955311085722773e-06					2.531527512095551e-05			1.6584529882199583e-05			5.396434884992382e-05			3.9456790075069195e-06				1.0242208114188498e-05	2.4508058949383064e-05	0.00010880929857261552	1.726915031648998e-05	6.785010211587075e-05
Q9BTE6	AASD1_HUMAN	412	8.328723748193196e-05		1.4353691205947896e-05			7.082429365598779e-05	4.545372661867617e-06						9.526485020641376e-05	3.989480241891955e-06	6.055459826741194e-05				8.366329758420637e-05			1.8053790417879885e-05	3.586523154311996e-06		0.00010057108141477276				1.004277078614998e-05	0.00018725835649435914			3.9908418023326984e-05	8.575490121656733e-05		0.00018181192411631384
Q9UDR5	AASS_HUMAN	926	8.421937424542502e-05		5.864976307098206e-07			7.87786419715631e-06					2.41196894939808e-06			1.7750171270620792e-06											3.535671306354241e-05				4.4682738270991275e-06				7.866683816283118e-06			4.0446281174903515e-05
